Entry,Entry name,Status,Annotation,Cross-reference (DrugBank)
Q8NFT2,STEA2_HUMAN,reviewed,5 out of 5,
Q9BQ52,RNZ2_HUMAN,reviewed,5 out of 5,
O75387,LAT3_HUMAN,reviewed,5 out of 5,
Q6IWH7,ANO7_HUMAN,reviewed,5 out of 5,
Q96Q83,ALKB3_HUMAN,reviewed,5 out of 5,DB00126;
O15018,PDZD2_HUMAN,reviewed,5 out of 5,
Q9BZA8,PC11Y_HUMAN,reviewed,5 out of 5,
Q8IZP1,TBC3A_HUMAN,reviewed,5 out of 5,
O43581,SYT7_HUMAN,reviewed,5 out of 5,
Q96JT2,S45A3_HUMAN,reviewed,4 out of 5,
P0CG12,DERPC_HUMAN,reviewed,3 out of 5,
Q96KF2,PRAC1_HUMAN,reviewed,3 out of 5,
Q8K0H7,S45A3_MOUSE,reviewed,3 out of 5,
P10275,ANDR_HUMAN,reviewed,5 out of 5,DB07422;DB07039;DB04709;DB07717;DB07454;DB02932;DB08035;DB01481;DB08088;DB08461;DB08087;DB07421;DB01063;DB07423;DB11901;DB01128;DB07286;DB01541;DB14639;DB01564;DB12499;DB04839;DB01406;DB12941;DB09123;DB00255;DB06133;DB01395;DB00858;DB15488;DB11219;DB08899;DB13155;DB00655;DB09086;DB02266;DB01185;DB00623;DB00499;DB11619;DB11064;DB01026;DB15647;DB00367;DB08089;DB05234;DB13934;DB06710;DB02998;DB11429;DB00648;DB08804;DB00984;DB00665;DB06713;DB00717;DB09371;DB00957;DB09389;DB00621;DB01428;DB06412;DB01608;DB11447;DB01708;DB00396;DB07419;DB07769;DB14583;DB00421;DB02901;DB13951;DB06718;DB00675;DB00624;DB13943;DB13944;DB01420;DB13946;DB06870;DB08604;DB08867;
O96017,CHK2_HUMAN,reviewed,5 out of 5,DB06486;DB12010;DB05149;
P29323,EPHB2_HUMAN,reviewed,5 out of 5,DB12010;DB04395;
Q92826,HXB13_HUMAN,reviewed,5 out of 5,
P21757,MSRE_HUMAN,reviewed,5 out of 5,
Q5VWQ8,DAB2P_HUMAN,reviewed,5 out of 5,
P08118,MSMB_HUMAN,reviewed,5 out of 5,
Q7Z2W7,TRPM8_HUMAN,reviewed,5 out of 5,DB11345;DB01744;DB09061;DB00825;DB14009;DB14011;DB11755;
P60484,PTEN_HUMAN,reviewed,5 out of 5,DB04327;
Q05823,RN5A_HUMAN,reviewed,5 out of 5,
Q99612,KLF6_HUMAN,reviewed,5 out of 5,
Q3UHC7,DAB2P_MOUSE,reviewed,5 out of 5,
P35680,HNF1B_HUMAN,reviewed,5 out of 5,
A0A6G0IYK3,A0A6G0IYK3_LARCR,unreviewed,1 out of 5,
H6WAZ8,H6WAZ8_9GAMR,unreviewed,1 out of 5,
A0A132NZN4,A0A132NZN4_GIAIN,unreviewed,1 out of 5,
Q4JM46,Q4JM46_HUMAN,unreviewed,2 out of 5,
A2RQD9,A2RQD9_HUMAN,unreviewed,1 out of 5,
B1GRN1,B1GRN1_HUMAN,unreviewed,1 out of 5,
A0FGV1,A0FGV1_HUMAN,unreviewed,1 out of 5,
E9PJF4,E9PJF4_HUMAN,unreviewed,3 out of 5,
G4VV16,G4VV16_HUMAN,unreviewed,2 out of 5,
S5G6C5,S5G6C5_HUMAN,unreviewed,1 out of 5,
F5H369,F5H369_HUMAN,unreviewed,2 out of 5,
E9PI39,E9PI39_HUMAN,unreviewed,1 out of 5,
B2XL89,B2XL89_HUMAN,unreviewed,3 out of 5,
Q4ZEA0,Q4ZEA0_HUMAN,unreviewed,2 out of 5,
E5FWN9,E5FWN9_HUMAN,unreviewed,2 out of 5,
H9EC08,H9EC08_HUMAN,unreviewed,3 out of 5,
Q9B1D3,Q9B1D3_HUMAN,unreviewed,2 out of 5,
Q2LHU9,Q2LHU9_HUMAN,unreviewed,3 out of 5,
A6Z5Z1,A6Z5Z1_HUMAN,unreviewed,3 out of 5,
Q9B186,Q9B186_HUMAN,unreviewed,2 out of 5,
Q4GV90,Q4GV90_HUMAN,unreviewed,3 out of 5,
U5Z487,U5Z487_HUMAN,unreviewed,3 out of 5,
Q7GXZ4,Q7GXZ4_HUMAN,unreviewed,3 out of 5,
H0YEV2,H0YEV2_HUMAN,unreviewed,1 out of 5,
H0YJ03,H0YJ03_HUMAN,unreviewed,1 out of 5,
E7EVA0,E7EVA0_HUMAN,unreviewed,2 out of 5,
A0A3G5AUD6,A0A3G5AUD6_HUMAN,unreviewed,2 out of 5,
S5GGH7,S5GGH7_HUMAN,unreviewed,2 out of 5,
B7U472,B7U472_HUMAN,unreviewed,1 out of 5,
D7PBN3,D7PBN3_HUMAN,unreviewed,2 out of 5,
C7SRP8,C7SRP8_HUMAN,unreviewed,1 out of 5,
S5G7E5,S5G7E5_HUMAN,unreviewed,2 out of 5,
A0A3G5AU08,A0A3G5AU08_HUMAN,unreviewed,2 out of 5,
L7XTN8,L7XTN8_HUMAN,unreviewed,2 out of 5,
Q85KW6,Q85KW6_HUMAN,unreviewed,2 out of 5,
Q85KU7,Q85KU7_HUMAN,unreviewed,3 out of 5,
L7UQJ2,L7UQJ2_HUMAN,unreviewed,2 out of 5,
H0Y449,H0Y449_HUMAN,unreviewed,2 out of 5,
Q9B0N1,Q9B0N1_HUMAN,unreviewed,2 out of 5,
E5RJY1,E5RJY1_HUMAN,unreviewed,2 out of 5,
Q4EYP3,Q4EYP3_HUMAN,unreviewed,3 out of 5,
Q9B2Y2,Q9B2Y2_HUMAN,unreviewed,3 out of 5,
Q4G7D5,Q4G7D5_HUMAN,unreviewed,3 out of 5,
E7EQZ4,E7EQZ4_HUMAN,unreviewed,2 out of 5,
A0A0C4MWS3,A0A0C4MWS3_HUMAN,unreviewed,1 out of 5,
A0A7R6V2A8,A0A7R6V2A8_HUMAN,unreviewed,1 out of 5,
Q4VFA1,Q4VFA1_HUMAN,unreviewed,2 out of 5,
Q6VKB6,Q6VKB6_HUMAN,unreviewed,3 out of 5,
Q4GJP1,Q4GJP1_HUMAN,unreviewed,3 out of 5,
E9PQ49,E9PQ49_HUMAN,unreviewed,1 out of 5,
Q6VLV1,Q6VLV1_HUMAN,unreviewed,3 out of 5,
E9PKI6,E9PKI6_HUMAN,unreviewed,2 out of 5,
Q6VHB3,Q6VHB3_HUMAN,unreviewed,3 out of 5,
Q2HKI3,Q2HKI3_HUMAN,unreviewed,2 out of 5,
A0A087X1X7,A0A087X1X7_HUMAN,unreviewed,2 out of 5,
U5Z754,U5Z754_HUMAN,unreviewed,3 out of 5,
Q15H53,Q15H53_HUMAN,unreviewed,2 out of 5,
U5YWV7,U5YWV7_HUMAN,unreviewed,3 out of 5,
Q6VIA4,Q6VIA4_HUMAN,unreviewed,3 out of 5,
Q4F1A0,Q4F1A0_HUMAN,unreviewed,2 out of 5,
Q6RRX7,Q6RRX7_HUMAN,unreviewed,2 out of 5,
Q9B1K0,Q9B1K0_HUMAN,unreviewed,3 out of 5,
E9PL12,E9PL12_HUMAN,unreviewed,1 out of 5,
E5FW64,E5FW64_HUMAN,unreviewed,2 out of 5,
Q9B2W5,Q9B2W5_HUMAN,unreviewed,3 out of 5,
Q6VIM0,Q6VIM0_HUMAN,unreviewed,2 out of 5,
Q85L02,Q85L02_HUMAN,unreviewed,2 out of 5,
Q6T424,Q6T424_HUMAN,unreviewed,1 out of 5,
A6Z3V4,A6Z3V4_HUMAN,unreviewed,2 out of 5,
Q85KU2,Q85KU2_HUMAN,unreviewed,2 out of 5,
Q32WJ6,Q32WJ6_HUMAN,unreviewed,1 out of 5,
Q9B0N2,Q9B0N2_HUMAN,unreviewed,2 out of 5,
Q9B1R0,Q9B1R0_HUMAN,unreviewed,3 out of 5,
G9LGH0,G9LGH0_HUMAN,unreviewed,2 out of 5,
Q8WCY4,Q8WCY4_HUMAN,unreviewed,2 out of 5,
B4E1E0,B4E1E0_HUMAN,unreviewed,3 out of 5,
Q6VJ80,Q6VJ80_HUMAN,unreviewed,3 out of 5,
U5ZC31,U5ZC31_HUMAN,unreviewed,3 out of 5,
B4DP61,B4DP61_HUMAN,unreviewed,2 out of 5,DB13161;
Q94P44,Q94P44_HUMAN,unreviewed,2 out of 5,
E5FWR5,E5FWR5_HUMAN,unreviewed,2 out of 5,
A0A343LL07,A0A343LL07_HUMAN,unreviewed,3 out of 5,
U5YV54,U5YV54_HUMAN,unreviewed,2 out of 5,
Q9B1L5,Q9B1L5_HUMAN,unreviewed,2 out of 5,
Q15H01,Q15H01_HUMAN,unreviewed,2 out of 5,
Q8HAS6,Q8HAS6_HUMAN,unreviewed,3 out of 5,
Q7YCE2,Q7YCE2_HUMAN,unreviewed,3 out of 5,
Q4EZS0,Q4EZS0_HUMAN,unreviewed,3 out of 5,
Q8WCW8,Q8WCW8_HUMAN,unreviewed,2 out of 5,
A0A1W2PQ43,A0A1W2PQ43_HUMAN,unreviewed,2 out of 5,
Q9B1F9,Q9B1F9_HUMAN,unreviewed,2 out of 5,
Q4GI58,Q4GI58_HUMAN,unreviewed,3 out of 5,
L7XTV0,L7XTV0_HUMAN,unreviewed,2 out of 5,
Q6VH98,Q6VH98_HUMAN,unreviewed,2 out of 5,
C9JZW3,C9JZW3_HUMAN,unreviewed,2 out of 5,
A1Z4K5,A1Z4K5_HUMAN,unreviewed,3 out of 5,
Q6VRU4,Q6VRU4_HUMAN,unreviewed,1 out of 5,
Q96P90,Q96P90_HUMAN,unreviewed,1 out of 5,
C3U2T1,C3U2T1_HUMAN,unreviewed,1 out of 5,
S5G6D4,S5G6D4_HUMAN,unreviewed,2 out of 5,
E9PQZ1,E9PQZ1_HUMAN,unreviewed,2 out of 5,
Q8W7V3,Q8W7V3_HUMAN,unreviewed,2 out of 5,
I1SRC5,I1SRC5_HUMAN,unreviewed,2 out of 5,
Q5RI18,Q5RI18_HUMAN,unreviewed,1 out of 5,
Q5S8X0,Q5S8X0_HUMAN,unreviewed,2 out of 5,
Q4GGG0,Q4GGG0_HUMAN,unreviewed,3 out of 5,
A6YW69,A6YW69_HUMAN,unreviewed,2 out of 5,
Q85KW5,Q85KW5_HUMAN,unreviewed,2 out of 5,
Q9GZR0,Q9GZR0_HUMAN,unreviewed,1 out of 5,
H3BNA1,H3BNA1_HUMAN,unreviewed,2 out of 5,
Q96P89,Q96P89_HUMAN,unreviewed,1 out of 5,
Q4KRP5,Q4KRP5_HUMAN,unreviewed,1 out of 5,
A0A5B8NGJ8,A0A5B8NGJ8_HUMAN,unreviewed,1 out of 5,
